LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,YES,NO
LOS ANGELES,9002297A,1472,206,N,3763,TOTAL,1430,986,310
LOS ANGELES,9002301A,1473,68,N, ,POLLING PLACE,105,61,37
LOS ANGELES,9002301A,1473,68,N, ,VBM PORTION,522,348,117
LOS ANGELES,9002301A,1473,68,N,3589,TOTAL,627,409,154
LOS ANGELES,9002302A,1474,206,N, ,POLLING PLACE,168,91,72
LOS ANGELES,9002302A,1474,206,N, ,VBM PORTION,889,565,220
LOS ANGELES,9002302A,1474,206,N,3096,TOTAL,1057,656,292
LOS ANGELES,9002308A,1475,64,N, ,POLLING PLACE,106,50,53
LOS ANGELES,9002308A,1475,64,N, ,VBM PORTION,480,301,142
LOS ANGELES,9002308A,1475,64,N,2197,TOTAL,586,351,195
LOS ANGELES,9002313A,1476,84,N, ,POLLING PLACE,100,64,31
LOS ANGELES,9002313A,1476,84,N, ,VBM PORTION,467,316,103
LOS ANGELES,9002313A,1476,84,N,2189,TOTAL,567,380,134
LOS ANGELES,9002314A,6616,27,Y, ,POLLING PLACE,37,29,6
LOS ANGELES,9002314A,6616,27,Y, ,VBM PORTION,56,40,13
LOS ANGELES,9002314A,6616,27,Y,899,TOTAL,93,69,19
LOS ANGELES,9002319A,1477,68,N, ,POLLING PLACE,89,48,34
LOS ANGELES,9002319A,1477,68,N, ,VBM PORTION,355,208,106
LOS ANGELES,9002319A,1477,68,N,2530,TOTAL,444,256,140
LOS ANGELES,9002330A,1478,206,N, ,POLLING PLACE,155,100,45
LOS ANGELES,9002330A,1478,206,N, ,VBM PORTION,548,343,132
LOS ANGELES,9002330A,1478,206,N,2638,TOTAL,703,443,177
LOS ANGELES,9002332A,6617,299,Y, ,POLLING PLACE,117,32,72
LOS ANGELES,9002332A,6617,299,Y, ,VBM PORTION,514,259,186
LOS ANGELES,9002332A,6617,299,Y,2018,TOTAL,631,291,258
LOS ANGELES,9002334A,1479,206,N, ,POLLING PLACE,264,156,97
LOS ANGELES,9002334A,1479,206,N, ,VBM PORTION,1474,937,371
LOS ANGELES,9002334A,1479,206,N,3603,TOTAL,1738,1093,468
LOS ANGELES,9002338A,1480,300,N, ,POLLING PLACE,77,40,30
LOS ANGELES,9002338A,1480,300,N, ,VBM PORTION,198,123,63
LOS ANGELES,9002338A,1480,300,N,2476,TOTAL,275,163,93
LOS ANGELES,9002340A,1481,206,N, ,POLLING PLACE,139,77,50
LOS ANGELES,9002340A,1481,206,N, ,VBM PORTION,642,394,151
LOS ANGELES,9002340A,1481,206,N,3108,TOTAL,781,471,201
LOS ANGELES,9002344A,1482,236,N, ,POLLING PLACE,54,33,18
LOS ANGELES,9002344A,1482,236,N, ,VBM PORTION,208,142,50
LOS ANGELES,9002344A,1482,236,N,2279,TOTAL,262,175,68
LOS ANGELES,9002353A,1483,173,N, ,POLLING PLACE,174,92,77
LOS ANGELES,9002353A,1483,173,N, ,VBM PORTION,589,361,155
LOS ANGELES,9002353A,1483,173,N,2626,TOTAL,763,453,232
LOS ANGELES,9002357A,1484,206,N, ,POLLING PLACE,157,105,46
LOS ANGELES,9002357A,1484,206,N, ,VBM PORTION,772,510,188
LOS ANGELES,9002357A,1484,206,N,3603,TOTAL,929,615,234
LOS ANGELES,9002363A,6618,215,Y, ,POLLING PLACE,74,37,33
LOS ANGELES,9002363A,6618,215,Y, ,VBM PORTION,288,177,66
LOS ANGELES,9002363A,6618,215,Y,1477,TOTAL,362,214,99
LOS ANGELES,9002368A,1485,157,N, ,POLLING PLACE,128,76,45
LOS ANGELES,9002368A,1485,157,N, ,VBM PORTION,664,458,166
LOS ANGELES,9002368A,1485,157,N,2469,TOTAL,792,534,211
LOS ANGELES,9002388A,1486,255,N, ,POLLING PLACE,252,119,121
LOS ANGELES,9002388A,1486,255,N, ,VBM PORTION,1226,740,411
LOS ANGELES,9002388A,1486,255,N,4184,TOTAL,1478,859,532
LOS ANGELES,9002390A,6620,111,Y, ,POLLING PLACE,17,7,9
LOS ANGELES,9002390A,6620,111,Y, ,VBM PORTION,116,61,49
LOS ANGELES,9002390A,6620,111,Y,409,TOTAL,133,68,58
LOS ANGELES,9002395A,1487,202,N, ,POLLING PLACE,238,116,116
LOS ANGELES,9002395A,1487,202,N, ,VBM PORTION,1872,1122,599
LOS ANGELES,9002395A,1487,202,N,5550,TOTAL,2110,1238,715
LOS ANGELES,9002397A,1488,202,N, ,POLLING PLACE,209,93,105
LOS ANGELES,9002397A,1488,202,N, ,VBM PORTION,1067,654,334
LOS ANGELES,9002397A,1488,202,N,3660,TOTAL,1276,747,439
LOS ANGELES,9002405A,6621,202,Y, ,POLLING PLACE,30,11,18
LOS ANGELES,9002405A,6621,202,Y, ,VBM PORTION,213,124,75
LOS ANGELES,9002405A,6621,202,Y,844,TOTAL,243,135,93
LOS ANGELES,9002409A,6622,202,Y, ,POLLING PLACE,72,20,50
LOS ANGELES,9002409A,6622,202,Y, ,VBM PORTION,351,194,124
LOS ANGELES,9002409A,6622,202,Y,1145,TOTAL,423,214,174
LOS ANGELES,9002415A,1489,250,N, ,POLLING PLACE,242,117,119
LOS ANGELES,9002415A,1489,250,N, ,VBM PORTION,1187,634,494
LOS ANGELES,9002415A,1489,250,N,3516,TOTAL,1429,751,613
LOS ANGELES,9002417A,1490,250,N, ,POLLING PLACE,224,59,160
LOS ANGELES,9002417A,1490,250,N, ,VBM PORTION,1140,503,555
LOS ANGELES,9002417A,1490,250,N,3029,TOTAL,1364,562,715
LOS ANGELES,9002423A,1491,250,N, ,POLLING PLACE,311,128,171
LOS ANGELES,9002423A,1491,250,N, ,VBM PORTION,1688,927,653
LOS ANGELES,9002423A,1491,250,N,4875,TOTAL,1999,1055,824
LOS ANGELES,9002425B,1492,293,N, ,POLLING PLACE,121,45,65
LOS ANGELES,9002425B,1492,293,N, ,VBM PORTION,427,257,143
LOS ANGELES,9002425B,1492,293,N,2957,TOTAL,548,302,208
LOS ANGELES,9002430A,1493,250,N, ,POLLING PLACE,250,122,119
LOS ANGELES,9002430A,1493,250,N, ,VBM PORTION,1790,949,701
LOS ANGELES,9002430A,1493,250,N,5074,TOTAL,2040,1071,820
LOS ANGELES,9002440A,6623,306,Y, ,POLLING PLACE,17,7,8
LOS ANGELES,9002440A,6623,306,Y, ,VBM PORTION,132,87,35
LOS ANGELES,9002440A,6623,306,Y,604,TOTAL,149,94,43
LOS ANGELES,9002445A,1494,195,N, ,POLLING PLACE,117,69,39
LOS ANGELES,9002445A,1494,195,N, ,VBM PORTION,353,257,61
LOS ANGELES,9002445A,1494,195,N,2397,TOTAL,470,326,100
LOS ANGELES,9002456A,1495,234,N, ,POLLING PLACE,66,35,25
LOS ANGELES,9002456A,1495,234,N, ,VBM PORTION,276,184,62
LOS ANGELES,9002456A,1495,234,N,2413,TOTAL,342,219,87
LOS ANGELES,9002471A,1496,234,N, ,POLLING PLACE,64,44,16
LOS ANGELES,9002471A,1496,234,N, ,VBM PORTION,231,178,37
LOS ANGELES,9002471A,1496,234,N,2251,TOTAL,295,222,53
LOS ANGELES,9002489B,1497,232,N, ,POLLING PLACE,62,45,14
LOS ANGELES,9002489B,1497,232,N, ,VBM PORTION,236,151,59
LOS ANGELES,9002489B,1497,232,N,1699,TOTAL,298,196,73
LOS ANGELES,9002491A,1498,232,N, ,POLLING PLACE,82,63,17
LOS ANGELES,9002491A,1498,232,N, ,VBM PORTION,222,151,30
LOS ANGELES,9002491A,1498,232,N,2937,TOTAL,304,214,47
LOS ANGELES,9002494A,6624,245,Y, ,POLLING PLACE,40,30,6
LOS ANGELES,9002494A,6624,245,Y, ,VBM PORTION,126,89,24
LOS ANGELES,9002494A,6624,245,Y,1332,TOTAL,166,119,30
LOS ANGELES,9002500A,1499,252,N, ,POLLING PLACE,99,70,25
LOS ANGELES,9002500A,1499,252,N, ,VBM PORTION,432,300,91
LOS ANGELES,9002500A,1499,252,N,1906,TOTAL,531,370,116
LOS ANGELES,9002503A,1500,252,N, ,POLLING PLACE,101,76,20
LOS ANGELES,9002503A,1500,252,N, ,VBM PORTION,426,318,82
LOS ANGELES,9002503A,1500,252,N,2151,TOTAL,527,394,102
LOS ANGELES,9002507A,1501,252,N, ,POLLING PLACE,139,102,30
LOS ANGELES,9002507A,1501,252,N, ,VBM PORTION,578,394,131
LOS ANGELES,9002507A,1501,252,N,2398,TOTAL,717,496,161
LOS ANGELES,9002510A,1502,245,N, ,POLLING PLACE,95,63,24
LOS ANGELES,9002510A,1502,245,N, ,VBM PORTION,195,122,43
LOS ANGELES,9002510A,1502,245,N,1528,TOTAL,290,185,67
LOS ANGELES,9002514A,6625,23,Y, ,POLLING PLACE,88,32,53
LOS ANGELES,9002514A,6625,23,Y, ,VBM PORTION,253,160,84
LOS ANGELES,9002514A,6625,23,Y,1241,TOTAL,341,192,137
LOS ANGELES,9002521A,1503,231,N, ,POLLING PLACE,44,31,12
LOS ANGELES,9002521A,1503,231,N, ,VBM PORTION,152,92,36
LOS ANGELES,9002521A,1503,231,N,1676,TOTAL,196,123,48
LOS ANGELES,9002529A,1504,229,N, ,POLLING PLACE,93,55,32
LOS ANGELES,9002529A,1504,229,N, ,VBM PORTION,330,227,67
LOS ANGELES,9002529A,1504,229,N,2588,TOTAL,423,282,99
LOS ANGELES,9002534A,1505,288,N, ,POLLING PLACE,53,37,11
LOS ANGELES,9002534A,1505,288,N, ,VBM PORTION,168,122,27
LOS ANGELES,9002534A,1505,288,N,2377,TOTAL,221,159,38
LOS ANGELES,9002537A,1506,288,N, ,POLLING PLACE,43,32,11
LOS ANGELES,9002537A,1506,288,N, ,VBM PORTION,150,104,32
LOS ANGELES,9002537A,1506,288,N,2373,TOTAL,193,136,43
LOS ANGELES,9002540A,1507,288,N, ,POLLING PLACE,48,38,8
LOS ANGELES,9002540A,1507,288,N, ,VBM PORTION,95,80,7
LOS ANGELES,9002540A,1507,288,N,2029,TOTAL,143,118,15
LOS ANGELES,9002542A,1508,288,N, ,POLLING PLACE,36,25,10
LOS ANGELES,9002542A,1508,288,N, ,VBM PORTION,115,88,21
LOS ANGELES,9002542A,1508,288,N,1677,TOTAL,151,113,31
LOS ANGELES,9002547A,1509,195,N, ,POLLING PLACE,165,109,45
LOS ANGELES,9002547A,1509,195,N, ,VBM PORTION,1028,746,151
LOS ANGELES,9002547A,1509,195,N,3696,TOTAL,1193,855,196
LOS ANGELES,9002549A,1510,288,N, ,POLLING PLACE,43,28,13
LOS ANGELES,9002549A,1510,288,N, ,VBM PORTION,147,111,20
LOS ANGELES,9002549A,1510,288,N,2083,TOTAL,190,139,33
LOS ANGELES,9002555A,1511,288,N, ,POLLING PLACE,64,39,17
LOS ANGELES,9002555A,1511,288,N, ,VBM PORTION,208,152,36
LOS ANGELES,9002555A,1511,288,N,2442,TOTAL,272,191,53
LOS ANGELES,9002558A,1512,229,N, ,POLLING PLACE,78,54,18
LOS ANGELES,9002558A,1512,229,N, ,VBM PORTION,159,120,31
LOS ANGELES,9002558A,1512,229,N,2128,TOTAL,237,174,49
LOS ANGELES,9002566A,1513,229,N, ,POLLING PLACE,51,34,17
LOS ANGELES,9002566A,1513,229,N, ,VBM PORTION,182,156,17
LOS ANGELES,9002566A,1513,229,N,2377,TOTAL,233,190,34
LOS ANGELES,9002568A,1514,229,N, ,POLLING PLACE,59,37,19
LOS ANGELES,9002568A,1514,229,N, ,VBM PORTION,147,105,29
LOS ANGELES,9002568A,1514,229,N,2252,TOTAL,206,142,48
LOS ANGELES,9002584A,6627,231,Y, ,POLLING PLACE,32,19,10
LOS ANGELES,9002584A,6627,231,Y, ,VBM PORTION,93,67,21
LOS ANGELES,9002584A,6627,231,Y,1293,TOTAL,125,86,31
LOS ANGELES,9002587A,1515,288,N, ,POLLING PLACE,47,33,10
LOS ANGELES,9002587A,1515,288,N, ,VBM PORTION,177,122,33
LOS ANGELES,9002587A,1515,288,N,1507,TOTAL,224,155,43
LOS ANGELES,9002597A,1516,300,N, ,POLLING PLACE,120,47,68
LOS ANGELES,9002597A,1516,300,N, ,VBM PORTION,238,153,66
LOS ANGELES,9002597A,1516,300,N,2809,TOTAL,358,200,134
LOS ANGELES,9002607A,6628,145,Y, ,POLLING PLACE,134,69,56
LOS ANGELES,9002607A,6628,145,Y, ,VBM PORTION,733,459,181
LOS ANGELES,9002607A,6628,145,Y,2333,TOTAL,867,528,237
LOS ANGELES,9002630B,1517,300,N, ,POLLING PLACE,111,46,65
LOS ANGELES,9002630B,1517,300,N, ,VBM PORTION,339,189,120
LOS ANGELES,9002630B,1517,300,N,2287,TOTAL,450,235,185
LOS ANGELES,9002631A,1518,196,N, ,POLLING PLACE,112,81,24
LOS ANGELES,9002631A,1518,196,N, ,VBM PORTION,385,306,62
LOS ANGELES,9002631A,1518,196,N,2431,TOTAL,497,387,86
LOS ANGELES,9002672A,1519,236,N, ,POLLING PLACE,56,40,13
LOS ANGELES,9002672A,1519,236,N, ,VBM PORTION,271,192,47
LOS ANGELES,9002672A,1519,236,N,2834,TOTAL,327,232,60
LOS ANGELES,9002688A,1520,306,N, ,POLLING PLACE,272,73,185
LOS ANGELES,9002688A,1520,306,N, ,VBM PORTION,1287,541,601
LOS ANGELES,9002688A,1520,306,N,2974,TOTAL,1559,614,786
LOS ANGELES,9002787A,6629,232,Y, ,POLLING PLACE,11,8,3
LOS ANGELES,9002787A,6629,232,Y, ,VBM PORTION,36,26,8
LOS ANGELES,9002787A,6629,232,Y,320,TOTAL,47,34,11
LOS ANGELES,9002788A,1521,234,N, ,POLLING PLACE,71,51,14
LOS ANGELES,9002788A,1521,234,N, ,VBM PORTION,199,136,46
LOS ANGELES,9002788A,1521,234,N,1755,TOTAL,270,187,60
LOS ANGELES,9002796A,6630,74,Y, ,POLLING PLACE,90,31,53
LOS ANGELES,9002796A,6630,74,Y, ,VBM PORTION,179,57,101
LOS ANGELES,9002796A,6630,74,Y,808,TOTAL,269,88,154
LOS ANGELES,9002803A,6631,71,Y, ,POLLING PLACE,28,16,10
LOS ANGELES,9002803A,6631,71,Y, ,VBM PORTION,96,74,19
LOS ANGELES,9002803A,6631,71,Y,895,TOTAL,124,90,29
LOS ANGELES,9002809A,1522,173,N, ,POLLING PLACE,130,89,39
LOS ANGELES,9002809A,1522,173,N, ,VBM PORTION,537,388,98
LOS ANGELES,9002809A,1522,173,N,1953,TOTAL,667,477,137
LOS ANGELES,9002821A,6632,242,Y, ,POLLING PLACE,8,5,2
LOS ANGELES,9002821A,6632,242,Y, ,VBM PORTION,55,32,18
LOS ANGELES,9002821A,6632,242,Y,690,TOTAL,63,37,20
LOS ANGELES,9002829A,6633,241,Y, ,POLLING PLACE,2,2,0
LOS ANGELES,9002829A,6633,241,Y, ,VBM PORTION,27,11,10
LOS ANGELES,9002829A,6633,241,Y,126,TOTAL,29,13,10
LOS ANGELES,9002853A,6634,87,Y, ,POLLING PLACE,30,14,15
LOS ANGELES,9002853A,6634,87,Y, ,VBM PORTION,177,112,45
LOS ANGELES,9002853A,6634,87,Y,504,TOTAL,207,126,60
LOS ANGELES,9002859A,6635,246,Y, ,POLLING PLACE,14,9,5
LOS ANGELES,9002859A,6635,246,Y, ,VBM PORTION,67,37,18
LOS ANGELES,9002859A,6635,246,Y,171,TOTAL,81,46,23
LOS ANGELES,9002868A,6636,186,Y, ,POLLING PLACE,50,32,9
LOS ANGELES,9002868A,6636,186,Y, ,VBM PORTION,173,107,31
LOS ANGELES,9002868A,6636,186,Y,1070,TOTAL,223,139,40
LOS ANGELES,9002873A,1523,85,N, ,POLLING PLACE,237,146,79
LOS ANGELES,9002873A,1523,85,N, ,VBM PORTION,1190,822,277
LOS ANGELES,9002873A,1523,85,N,4158,TOTAL,1427,968,356
LOS ANGELES,9002876A,6637,191,Y, ,POLLING PLACE,32,24,6
LOS ANGELES,9002876A,6637,191,Y, ,VBM PORTION,55,40,9
LOS ANGELES,9002876A,6637,191,Y,409,TOTAL,87,64,15
LOS ANGELES,9002878A,1524,69,N, ,POLLING PLACE,69,39,20
LOS ANGELES,9002878A,1524,69,N, ,VBM PORTION,321,237,54
LOS ANGELES,9002878A,1524,69,N,2719,TOTAL,390,276,74
LOS ANGELES,9002881A,1525,173,N, ,POLLING PLACE,250,142,88
LOS ANGELES,9002881A,1525,173,N, ,VBM PORTION,982,642,221
LOS ANGELES,9002881A,1525,173,N,3689,TOTAL,1232,784,309
LOS ANGELES,9002888A,1526,71,N, ,POLLING PLACE,81,45,29
LOS ANGELES,9002888A,1526,71,N, ,VBM PORTION,200,137,50
LOS ANGELES,9002888A,1526,71,N,2283,TOTAL,281,182,79
LOS ANGELES,9002891A,6638,214,Y, ,POLLING PLACE,116,81,28
LOS ANGELES,9002891A,6638,214,Y, ,VBM PORTION,427,334,72
LOS ANGELES,9002891A,6638,214,Y,1630,TOTAL,543,415,100
LOS ANGELES,9002899A,6639,216,Y, ,POLLING PLACE,94,35,52
LOS ANGELES,9002899A,6639,216,Y, ,VBM PORTION,881,481,303
LOS ANGELES,9002899A,6639,216,Y,1959,TOTAL,975,516,355
LOS ANGELES,9002903A,1527,71,N, ,POLLING PLACE,128,88,33
LOS ANGELES,9002903A,1527,71,N, ,VBM PORTION,474,316,138
LOS ANGELES,9002903A,1527,71,N,3725,TOTAL,602,404,171
LOS ANGELES,9002908A,1528,232,N, ,POLLING PLACE,98,71,25
LOS ANGELES,9002908A,1528,232,N, ,VBM PORTION,425,302,71
LOS ANGELES,9002908A,1528,232,N,2622,TOTAL,523,373,96
LOS ANGELES,9002913A,1529,213,N, ,POLLING PLACE,193,117,66
LOS ANGELES,9002913A,1529,213,N, ,VBM PORTION,907,597,244
LOS ANGELES,9002913A,1529,213,N,3452,TOTAL,1100,714,310
LOS ANGELES,9002929A,1530,235,N, ,POLLING PLACE,75,57,10
LOS ANGELES,9002929A,1530,235,N, ,VBM PORTION,241,181,32
LOS ANGELES,9002929A,1530,235,N,2605,TOTAL,316,238,42
LOS ANGELES,9002945A,1531,21,N, ,POLLING PLACE,258,60,186
LOS ANGELES,9002945A,1531,21,N, ,VBM PORTION,1193,448,537
LOS ANGELES,9002945A,1531,21,N,3538,TOTAL,1451,508,723
LOS ANGELES,9002949A,6640,111,Y, ,POLLING PLACE,57,35,16
LOS ANGELES,9002949A,6640,111,Y, ,VBM PORTION,273,169,72
LOS ANGELES,9002949A,6640,111,Y,1750,TOTAL,330,204,88
LOS ANGELES,9002954A,6641,157,Y, ,POLLING PLACE,26,17,7
LOS ANGELES,9002954A,6641,157,Y, ,VBM PORTION,162,95,52
LOS ANGELES,9002954A,6641,157,Y,590,TOTAL,188,112,59
LOS ANGELES,9002954C,6642,158,Y, ,POLLING PLACE,17,7,8
LOS ANGELES,9002954C,6642,158,Y, ,VBM PORTION,106,58,35
LOS ANGELES,9002954C,6642,158,Y,321,TOTAL,123,65,43
LOS ANGELES,9002956A,6643,62,Y, ,POLLING PLACE,108,59,41
LOS ANGELES,9002956A,6643,62,Y, ,VBM PORTION,325,189,90
LOS ANGELES,9002956A,6643,62,Y,1788,TOTAL,433,248,131
LOS ANGELES,9002957A,1532,300,N, ,POLLING PLACE,219,93,111
LOS ANGELES,9002957A,1532,300,N, ,VBM PORTION,615,315,238
LOS ANGELES,9002957A,1532,300,N,2797,TOTAL,834,408,349
LOS ANGELES,9002967A,1533,116,N, ,POLLING PLACE,193,73,113
LOS ANGELES,9002967A,1533,116,N, ,VBM PORTION,825,440,294
LOS ANGELES,9002967A,1533,116,N,3790,TOTAL,1018,513,407
LOS ANGELES,9002972A,1534,116,N, ,POLLING PLACE,145,59,73
LOS ANGELES,9002972A,1534,116,N, ,VBM PORTION,658,421,179
LOS ANGELES,9002972A,1534,116,N,3570,TOTAL,803,480,252
LOS ANGELES,9002978A,1535,29,N, ,POLLING PLACE,139,65,73
LOS ANGELES,9002978A,1535,29,N, ,VBM PORTION,567,314,202
LOS ANGELES,9002978A,1535,29,N,2761,TOTAL,706,379,275
LOS ANGELES,9002988A,1536,69,N, ,POLLING PLACE,63,41,15
LOS ANGELES,9002988A,1536,69,N, ,VBM PORTION,264,177,69
LOS ANGELES,9002988A,1536,69,N,2017,TOTAL,327,218,84
LOS ANGELES,9002993A,1537,115,N, ,POLLING PLACE,148,58,82
LOS ANGELES,9002993A,1537,115,N, ,VBM PORTION,827,532,239
LOS ANGELES,9002993A,1537,115,N,4233,TOTAL,975,590,321
LOS ANGELES,9003035A,1538,71,N, ,POLLING PLACE,85,39,37
LOS ANGELES,9003035A,1538,71,N, ,VBM PORTION,340,206,119
LOS ANGELES,9003035A,1538,71,N,2718,TOTAL,425,245,156
LOS ANGELES,9003036A,1539,157,N, ,POLLING PLACE,262,134,117
LOS ANGELES,9003036A,1539,157,N, ,VBM PORTION,1647,1039,492
LOS ANGELES,9003036A,1539,157,N,4963,TOTAL,1909,1173,609
LOS ANGELES,9003064A,1540,71,N, ,POLLING PLACE,102,55,43
LOS ANGELES,9003064A,1540,71,N, ,VBM PORTION,410,266,127
LOS ANGELES,9003064A,1540,71,N,2459,TOTAL,512,321,170
LOS ANGELES,9003068A,1541,206,N, ,POLLING PLACE,109,77,25
LOS ANGELES,9003068A,1541,206,N, ,VBM PORTION,480,343,85
LOS ANGELES,9003068A,1541,206,N,3218,TOTAL,589,420,110
LOS ANGELES,9003070A,1542,71,N, ,POLLING PLACE,86,49,25
LOS ANGELES,9003070A,1542,71,N, ,VBM PORTION,314,201,99
LOS ANGELES,9003070A,1542,71,N,2470,TOTAL,400,250,124
LOS ANGELES,9003073A,1543,71,N, ,POLLING PLACE,104,59,41
LOS ANGELES,9003073A,1543,71,N, ,VBM PORTION,283,212,62
LOS ANGELES,9003073A,1543,71,N,2500,TOTAL,387,271,103
LOS ANGELES,9003078A,1544,157,N, ,POLLING PLACE,306,159,126
LOS ANGELES,9003078A,1544,157,N, ,VBM PORTION,1472,937,407
LOS ANGELES,9003078A,1544,157,N,4734,TOTAL,1778,1096,533
LOS ANGELES,9003090A,1545,84,N, ,POLLING PLACE,284,150,117
LOS ANGELES,9003090A,1545,84,N, ,VBM PORTION,1776,1152,434
LOS ANGELES,9003090A,1545,84,N,5141,TOTAL,2060,1302,551
LOS ANGELES,9003122A,1546,102,N, ,POLLING PLACE,252,86,147
LOS ANGELES,9003122A,1546,102,N, ,VBM PORTION,1559,753,653
LOS ANGELES,9003122A,1546,102,N,4163,TOTAL,1811,839,800
LOS ANGELES,9003135A,1547,95,N, ,POLLING PLACE,224,78,132
LOS ANGELES,9003135A,1547,95,N, ,VBM PORTION,707,346,252
LOS ANGELES,9003135A,1547,95,N,3243,TOTAL,931,424,384
LOS ANGELES,9003141A,6645,217,Y, ,POLLING PLACE,31,18,13
LOS ANGELES,9003141A,6645,217,Y, ,VBM PORTION,187,111,63
LOS ANGELES,9003141A,6645,217,Y,448,TOTAL,218,129,76
LOS ANGELES,9003150A,1548,157,N, ,POLLING PLACE,546,483,37
LOS ANGELES,9003150A,1548,157,N, ,VBM PORTION,269,208,45
LOS ANGELES,9003150A,1548,157,N,2499,TOTAL,815,691,82
LOS ANGELES,9003181A,1549,148,N, ,POLLING PLACE,202,73,123
LOS ANGELES,9003181A,1549,148,N, ,VBM PORTION,1000,468,412
LOS ANGELES,9003181A,1549,148,N,3199,TOTAL,1202,541,535
LOS ANGELES,9003185A,6649,195,Y, ,POLLING PLACE,76,57,14
LOS ANGELES,9003185A,6649,195,Y, ,VBM PORTION,360,255,87
LOS ANGELES,9003185A,6649,195,Y,1636,TOTAL,436,312,101
LOS ANGELES,9003190A,6650,144,Y, ,POLLING PLACE,2,2,0
LOS ANGELES,9003190A,6650,144,Y, ,VBM PORTION,7,4,2
LOS ANGELES,9003190A,6650,144,Y,26,TOTAL,9,6,2
LOS ANGELES,9003195A,1550,206,N, ,POLLING PLACE,119,84,31
LOS ANGELES,9003195A,1550,206,N, ,VBM PORTION,658,447,158
LOS ANGELES,9003195A,1550,206,N,3440,TOTAL,777,531,189
LOS ANGELES,9003213A,6651,92,Y, ,POLLING PLACE,2,1,0
LOS ANGELES,9003213A,6651,92,Y, ,VBM PORTION,7,2,3
LOS ANGELES,9003213A,6651,92,Y,23,TOTAL,9,3,3
LOS ANGELES,9003240A,1551,205,N, ,POLLING PLACE,107,73,28
LOS ANGELES,9003240A,1551,205,N, ,VBM PORTION,346,234,86
LOS ANGELES,9003240A,1551,205,N,2543,TOTAL,453,307,114
LOS ANGELES,9003251A,1552,196,N, ,POLLING PLACE,160,112,28
LOS ANGELES,9003251A,1552,196,N, ,VBM PORTION,616,457,83
LOS ANGELES,9003251A,1552,196,N,3760,TOTAL,776,569,111
LOS ANGELES,9003267B,6655,185,Y, ,POLLING PLACE,0,0,0
LOS ANGELES,9003267B,6655,185,Y, ,VBM PORTION,3,1,2
LOS ANGELES,9003267B,6655,185,Y,6,TOTAL,3,1,2
LOS ANGELES,9003311A,6657,160,Y, ,POLLING PLACE,1,1,0
LOS ANGELES,9003311A,6657,160,Y, ,VBM PORTION,29,15,13
LOS ANGELES,9003311A,6657,160,Y,50,TOTAL,30,16,13
LOS ANGELES,9003312A,6658,113,Y, ,POLLING PLACE,26,16,9
LOS ANGELES,9003312A,6658,113,Y, ,VBM PORTION,75,58,9
LOS ANGELES,9003312A,6658,113,Y,472,TOTAL,101,74,18
LOS ANGELES,9003326A,6659,74,Y, ,POLLING PLACE,4,4,0
LOS ANGELES,9003326A,6659,74,Y, ,VBM PORTION,10,3,7
LOS ANGELES,9003326A,6659,74,Y,25,TOTAL,14,7,7
LOS ANGELES,9003327A,6660,299,Y, ,POLLING PLACE,6,1,4
LOS ANGELES,9003327A,6660,299,Y, ,VBM PORTION,13,5,5
LOS ANGELES,9003327A,6660,299,Y,95,TOTAL,19,6,9
LOS ANGELES,9003347A,1553,71,N, ,POLLING PLACE,121,54,56
LOS ANGELES,9003347A,1553,71,N, ,VBM PORTION,448,261,148
LOS ANGELES,9003347A,1553,71,N,2771,TOTAL,569,315,204
LOS ANGELES,9003357A,6661,214,Y, ,POLLING PLACE,6,4,2
LOS ANGELES,9003357A,6661,214,Y, ,VBM PORTION,41,17,18
LOS ANGELES,9003357A,6661,214,Y,112,TOTAL,47,21,20
LOS ANGELES,9003368A,1554,250,N, ,POLLING PLACE,313,113,189
LOS ANGELES,9003368A,1554,250,N, ,VBM PORTION,1586,796,704
LOS ANGELES,9003368A,1554,250,N,4366,TOTAL,1899,909,893
LOS ANGELES,9003383A,1555,68,N, ,POLLING PLACE,116,60,50
LOS ANGELES,9003383A,1555,68,N, ,VBM PORTION,376,223,116
LOS ANGELES,9003383A,1555,68,N,2527,TOTAL,492,283,166
LOS ANGELES,9003389A,1556,288,N, ,POLLING PLACE,60,50,7
LOS ANGELES,9003389A,1556,288,N, ,VBM PORTION,113,83,17
LOS ANGELES,9003389A,1556,288,N,2019,TOTAL,173,133,24
LOS ANGELES,9003409A,1557,149,N, ,POLLING PLACE,188,130,53
LOS ANGELES,9003409A,1557,149,N, ,VBM PORTION,509,374,75
LOS ANGELES,9003409A,1557,149,N,3056,TOTAL,697,504,128
LOS ANGELES,9003432A,6662,114,Y, ,POLLING PLACE,1,0,0
LOS ANGELES,9003432A,6662,114,Y, ,VBM PORTION,11,3,7
LOS ANGELES,9003432A,6662,114,Y,79,TOTAL,12,3,7
LOS ANGELES,9003438A,1558,206,N, ,POLLING PLACE,177,125,47
LOS ANGELES,9003438A,1558,206,N, ,VBM PORTION,561,379,104
LOS ANGELES,9003438A,1558,206,N,2113,TOTAL,738,504,151
LOS ANGELES,9003449A,6663,62,Y, ,POLLING PLACE,52,24,25
LOS ANGELES,9003449A,6663,62,Y, ,VBM PORTION,302,150,102
